context,candidates,target_position,target_lemma,pos_tag,gold_subst,gold_subst_weights
"['All', 'would', 'like', 'to', 'ignore', 'death', ',', 'and', 'yet', 'all', 'must', 'face', 'it', 'the', 'prince', 'and', 'the', 'peasant', ',', 'the', 'fool', 'and', 'the', 'philosopher', ',', 'the', 'murderer', 'and', 'the', 'saint', 'alike', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",29,saint,n,"['angel', 'good', 'holy person', 'blessed']","[2.0, 1.0, 1.0, 1.0]"
"['Milosz', 'replied', 'that', 'Slozhenitsyn', 'was', 'returning', 'as', 'a', 'prophet', ',', 'a', 'saint', ',', 'a', 'guru', ';', 'Milosz', 'felt', 'he', 'was', 'just', 'and', 'old', 'poet', 'coming', 'home', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",11,saint,n,"['paladin', 'canonised person', 'holy man', 'holy person']","[1.0, 1.0, 1.0, 1.0]"
"['Comrade', 'Stalin', 'posed', 'before', 'the', 'saints', 'and', 'worshippers', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",5,saint,n,"['canonised', 'canonised person', 'pn']","[1.0, 1.0, 1.0]"
"['Escriva', 'may', 'have', 'been', 'a', 'saint', '--', 'who', 'am', 'I', 'to', 'judge', '?']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",5,saint,n,"['angel', 'canonised person', 'goodman', 'holy person']","[2.0, 1.0, 1.0, 1.0]"
"['He', 'can', 'be', 'a', 'saint', ',', 'something', 'like', 'a', 'saint', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",9,saint,n,"['angel', 'canonised person', 'goodman', 'holy person']","[2.0, 1.0, 1.0, 1.0]"
"['Each', 'writer', 'told', 'the', 'tale', 'as', 'he', 'heard', 'it', ',', 'or', 'thereabouts', ',', 'and', 'gave', 'to', 'his', 'book', 'the', 'name', 'of', 'the', 'saint', 'or', 'the', 'apostle', 'whom', 'tradition', 'had', 'given', 'as', 'the', 'eye-witness', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",22,saint,n,"['canonised person', 'disciple']","[2.0, 1.0]"
"['I', 'truly', 'believe', 'this', 'woman', 'was', 'a', 'saint', 'because', 'the', 'stench', 'was', 'overwhelming', '!']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",7,saint,n,"['angel', 'holy person']","[2.0, 2.0]"
"['During', 'a', 'visit', 'to', 'Italy', 'he', 'was', 'shown', 'a', 'stain', 'on', 'the', 'floor', 'of', 'a', 'church', 'on', 'the', 'spot', 'where', 'a', 'saint', 'had', 'died', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",21,saint,n,"['canonised person', 'martyr']","[2.0, 1.0]"
"['The', 'masses', 'worship', 'her', ',', 'not', 'for', 'her', 'intellect', ',', 'but', 'as', 'a', 'sort', 'of', 'saint', 'who', 'is', 'to', 'lead', 'them', 'in', 'the', 'days', 'of', 'trial', 'and', 'temptation', '.']","['angel', 'blessed', 'canonised', 'disciple', 'figure', 'good', 'goodman', 'martyr', 'paladin', 'pn', 'prophet']",15,saint,n,"['holy person', 'angel', 'holy woman', 'prophet']","[2.0, 1.0, 1.0, 1.0]"
"['It', 'is', 'important', 'to', 'apply', 'the', 'herbicide', 'on', 'a', 'still', 'day', ',', 'because', 'spray', 'drift', 'can', 'kill', 'non-target', 'plants', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",9,still,a,"['calm', 'not windy', 'windless']","[5.0, 1.0, 1.0]"
"['When', 'you', 'dance', ',', 'all', 'the', 'stars', 'and', 'the', 'planets', ',', 'and', 'the', 'endless', 'univers', 'es', 'dance', 'around', 'that', 'still', 'point', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",19,still,a,"['unmoving', 'motionless', 'calm', 'stationary', 'static']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['The', 'only', 'noise', 'in', 'the', 'suddenly', 'still', 'room', 'was', 'the', 'shallow', 'rasp', 'of', 'Lainys', 'breathing', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",6,still,a,"['quiet', 'motionless', 'hushed', 'calm']","[3.0, 2.0, 1.0, 1.0]"
"['I', 'had', 'seen', 'nothing', 'in', 'the', 'United', 'States', 'like', 'its', 'level', 'green', 'banks', ',', 'with', 'trees', 'slanting', 'over', 'the', 'water', ',', 'festooned', 'with', 'the', 'wild', 'vine', ';', 'the', 'groups', 'of', 'cattle', 'beneath', 'them', ';', 'the', 'distant', 'steam-boat', ',', 'scarcely', 'seeming', 'to', 'disturb', 'the', 'grey', 'surface', 'of', 'the', 'still', 'waters', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",47,still,a,"['calm', 'tranquil', 'unruffled', 'smooth']","[5.0, 1.0, 1.0, 1.0]"
"['A', 'movie', 'is', 'a', 'visual', 'document', 'comprised', 'of', 'a', 'series', 'of', 'still', 'images', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",11,still,a,"['motionless', 'unmoving', 'fixed', 'stationary', 'static']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['I', 'loaded', 'and', 'holstered', 'my', 'gun', ',', 'safety', 'on', ',', 'and', 'reached', 'gently', 'for', 'the', 'still', 'place', 'inside', 'myself', 'that', 'every', 'martial', 'artist', 'knows', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",15,still,a,"['calm', 'peaceful', 'quiet', 'serene']","[5.0, 1.0, 1.0, 1.0]"
"['In', 'the', 'still', 'mountain', 'air', 'it', 'would', 'be', 'heard', 'clearly', 'in', 'the', 'rustic', 'cabin', 'before', 'him', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",2,still,a,"['calm', 'peaceful', 'hushed', 'tranquil', 'windless']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['It', ""'s"", 'fine', 'for', 'a', 'quiet', 'room', 'on', 'a', 'still', 'night', ',', 'but', 'challenge', 'it', 'a', 'little', 'and', 'it', 'capitulates', 'completely', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",9,still,a,"['calm', 'peaceful', 'tranquil', 'windless']","[5.0, 1.0, 1.0, 1.0]"
"['Each', 'photographer', 'picked', 'an', 'animal', 'and', 'a', 'still', 'life', 'subject', 'to', 'photograph', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",7,still,a,"['motionless', 'arranged', 'stationary', 'static']","[3.0, 1.0, 1.0, 1.0]"
"['They', 'understand', 'that', 'steering', 'a', 'tornado', 'requires', 'getting', 'leverage', 'on', 'a', 'still', 'point', '.']","['arranged', 'calm', 'fixed', 'hushed', 'motionless', 'nonmoving', 'peaceful', 'quiet', 'serene', 'smooth', 'static', 'stationary', 'tranquil', 'unmoving', 'unruffled', 'windless']",11,still,a,"['motionless', 'unmoving', 'nonmoving', 'fixed', 'stationary', 'static']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['There', 'is', 'one', 'question', 'that', 'demands', 'an', 'answer', '-', 'a', 'straight', 'answer', '-', 'from', 'those', 'who', 'would', 'seek', 'to', 'lead', 'this', 'nation', 'and', 'its', 'people', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",10,straight,a,"['honest', 'forthright', 'direct', 'candid', 'accurate']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['This', 'strong', 'youth', 'culture', 'rapidly', 'influenced', 'other', 'musical', 'styles', 'with', 'its', 'phrasing', 'and', 'break', 'beats', 'and', 'gave', 'birth', 'to', 'many', 'contrasting', 'styles', 'including', 'pop', ',', 'funk', ',', 'dance', ',', 'techno', ',', 'acid', 'jazz', ',', 'indie', 'rock', 'etc.', 'A', 'straight', 'rap', 'record', 'is', 'still', 'hard-core', 'and', 'only', 'relevant', 'for', 'a', 'specific', 'group', 'and', 'market', ',', 'it', 'does', 'not', 'have', 'a', 'commercial', 'appeal', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",38,straight,a,"['pure', 'standard', 'plain', 'undiluted', 'genuine', 'true', 'unadulterated']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['I', 'am', 'very', 'much', 'straight', '(', 'much', 'to', 'the', 'approval', 'of', 'my', 'girlfriend', ')', 'and', 'I', 'intend', 'fully', 'to', 'stay', 'that', 'way', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",4,straight,a,['heterosexual'],[5.0]
"['The', 'event', 'was', 'held', 'in', 'an', '2000m', 'rowing', 'course', 'with', 'straight', 'sides', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",10,straight,a,"['uncurving', 'undeviating', 'level', 'vertical', 'undistorted', 'nondeviating', 'unbent']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Lou', 'Can', 'we', 'get', 'this', 'straight', '?']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",5,straight,a,"['sorted', 'clear', 'correct', 'right', 'orderly', 'in order']","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
"['It', 'should', 'be', 'recognized', 'that', 'the', 'ideal', 'route', 'for', 'a', 'cycle', 'is', 'a', 'straight', 'one', 'between', 'origin', 'and', 'destination', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",13,straight,a,"['direct', 'undeviating', 'linear', 'unswerving', 'uncrooked', 'unbent', 'unbending']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['Pittsburgh', 'Pirates', 'slugger', 'Paul', 'Waner', 'set', 'a', 'new', 'National', 'League', 'record', 'after', 'finishing', 'fourteen', 'straight', 'games', 'with', 'at', 'least', 'one', 'long', 'hit', '(', 'twelve', 'doubles', ',', 'five', 'triples', ',', 'three', 'home', 'runs', ')', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",14,straight,a,"['consecutive', 'in a row', 'uninterrupted', 'successive']","[4.0, 1.0, 1.0, 1.0]"
"['It', 'is', 'certainly', 'an', 'impolitic', 'statement', 'by', 'Kerry', ',', 'but', 'I', 'also', 'think', 'it', 'is', 'some', 'welcome', 'straight', 'talk', 'regarding', 'how', 'he', 'can', 'win', 'this', 'election', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",17,straight,a,"['honest', 'candid', 'forthright', 'direct', 'truthful']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['The', 'stock', 'market', 'never', 'goes', 'up', 'in', 'a', 'straight', 'line', ',', 'so', 'there', 'will', 'always', 'be', 'crashes', '.']","['accurate', 'candid', 'clear', 'consecutive', 'continuous', 'correct', 'direct', 'forthright', 'genuine', 'heterosexual', 'honest', 'level', 'linear', 'nondeviating', 'orderly', 'plain', 'pure', 'right', 'smooth', 'sorted', 'standard', 'successive', 'true', 'truthful', 'unadulterated', 'unbending', 'unbent', 'uncrooked', 'uncurved', 'uncurving', 'undeviating', 'undiluted', 'undistorted', 'uninterrupted', 'unswerving', 'vertical']",8,straight,a,"['undeviating', 'direct', 'smooth', 'continuous', 'uncurved', 'unbending']","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['The', 'colonies', 'of', 'one', 'strain', 'appeared', 'smooth', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",4,strain,n,"['variety', 'type', 'breed', 'sort', 'extraction']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['Which', 'puts', 'a', 'real', 'strain', 'on', 'Joe', 'and', 'I', ',', 'I', 'can', 'tell', 'you', ')', 'and', 'I', 'wanted', 'this', 'one', 'to', 'have', 'its', 'own', 'category', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",4,strain,n,"['stress', 'burden', 'effort', 'pressure', 'anxiety', 'worry']","[2.0, 2.0, 1.0, 1.0, 1.0, 1.0]"
"['The', 'transgenic', 'rice', 'performed', 'better', 'than', 'the', 'parent', 'strain', 'in', 'heat', 'and', 'in', 'recovery', 'from', 'heat', 'shock', '[', '13', ']', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",8,strain,n,"['variety', 'type', 'breed', 'group', 'stock']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['Melt', ',', 'melt', 'my', 'pains', 'With', 'thy', 'soft', 'strains', ';', 'That', ',', 'having', 'ease', 'me', 'given', ',', 'With', 'full', 'delight', 'I', 'leave', 'this', 'light', ',', 'And', 'take', 'my', 'flight', 'For', 'Heaven', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",8,strain,n,"['tune', 'melody', 'music']","[3.0, 1.0, 1.0]"
"['They', 'normally', 'include', 'strains', 'in', 'current', 'or', 'recent', 'circulation', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",3,strain,n,"['variety', 'type', 'trace', 'breed', 'form']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['Seed', 'for', 'sustainable', 'gardens', 'needs', 'to', 'be', 'from', 'the', 'old', ',', 'reproducible', 'strains', ',', 'with', 'the', 'parent', 'plant', 'selected', 'from', 'the', 'best', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",12,strain,n,"['variety', 'type', 'breed', 'extraction', 'line']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['We', ""weren't"", 'doing', 'the', 'really', 'hard', 'work', ',', 'the', 'local', 'Greeks', 'who', 'came', 'to', 'do', 'the', 'heavy', 'stuff', 'were', 'under', 'a', 'lot', 'more', 'strain', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",23,strain,n,"['pressure', 'stress', 'burden', 'tension']","[4.0, 2.0, 1.0, 1.0]"
"['If', 'you', 'have', 'poor', 'posture', ',', 'your', 'bones', 'are', 'not', 'properly', 'aligned', 'and', 'your', 'muscles', ',', 'joints', 'and', 'ligaments', ',', 'take', 'more', 'strain', 'than', 'nature', 'intended', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",22,strain,n,"['stress', 'pressure', 'burden', 'exertion', 'load']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['I', 'was', 'grateful', 'for', 'the', 'respite', 'for', 'the', 'strain', 'on', 'my', 'ever', 'present', 'ego', 'was', 'interfering', 'with', 'my', 'receptivity', 'toward', 'James', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",8,strain,n,"['pressure', 'stress', 'burden', 'tension']","[3.0, 2.0, 1.0, 1.0]"
"['I', ""'ve"", 'always', 'been', 'a', 'big', 'fan', 'of', 'both', 'the', 'R&B', 'and', 'bluegrass', 'strains', 'of', 'gospel', 'music', '.']","['anxiety', 'breed', 'burden', 'effort', 'exertion', 'extraction', 'form', 'group', 'kind', 'line', 'load', 'melody', 'music', 'pressure', 'sort', 'stock', 'stress', 'tension', 'trace', 'tune', 'type', 'variety', 'worry']",13,strain,n,"['variety', 'type', 'kind', 'form']","[3.0, 3.0, 1.0, 1.0]"
"['Usually', 'involved', 'wandering', 'around', 'in', 'caves', 'solving', 'complicated', 'puzzles', ',', 'and', 'became', 'completely', 'obsolete', 'around', 'the', 'time', 'Reagan', 'left', 'office', ',', 'as', 'graphics', 'became', 'less', 'crappy', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",16,time,n,"['period', 'point', 'instant', 'occasion']","[4.0, 1.0, 1.0, 1.0]"
"['Unless', 'we', 'receive', 'an', 'answer', 'by', 'this', 'time', ',', 'Stepan', 'Demirtchyan', 'will', 'not', 'take', 'part', 'in', 'the', 'meeting', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",7,time,n,"['point', 'moment', 'deadline', 'juncture']","[3.0, 2.0, 1.0, 1.0]"
"['Their', 'concern', 'was', 'being', 'able', 'to', 'check', 'their', 'answers', 'at', 'that', 'later', 'time', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",12,time,n,"['period', 'point', 'moment', 'juncture']","[3.0, 2.0, 1.0, 1.0]"
"['In', 'Victorian', 'times', ""I'd"", 'have', 'been', 'packed', 'of', 'to', 'the', 'army', 'to', 'fight', 'the', 'natives', 'in', 'the', 'Empire', '!']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",2,time,n,"['period', 'era', 'the Victorian period', 'day', 'age']","[2.0, 2.0, 1.0, 1.0, 1.0]"
"['Fixed', 'a', 'problem', 'where', 'navigation', 'tools', 'would', 'not', 'display', 'properly', 'at', 'at', 'certain', 'times', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",13,time,n,"['moment', 'occasionally', 'period', 'interval', 'instance', 'occasion']","[2.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
"['One', 'Ring', 'to', 'rule', 'them', 'all', ',', 'One', 'Ring', 'to', 'find', 'them', ',', 'One', 'Ring', 'to', 'bring', 'them', 'all', 'and', 'in', 'the', 'darkness', 'bind', 'them', 'In', 'ancient', 'times', 'the', 'Rings', 'of', 'Power', 'were', 'crafted', 'by', 'the', 'Elven-smiths', ',', 'and', 'Sauron', ',', 'the', 'Dark', 'Lord', ',', 'forged', 'the', 'One', 'Ring', 'to', 'rule', 'all', 'the', 'others', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",27,time,n,"['era', 'epoch', 'period', 'day', 'age']","[4.0, 1.0, 1.0, 1.0, 1.0]"
"['It', 'was', 'my', 'very', 'first', 'trip', 'solo', 'and', 'my', 'first', 'time', 'doing', 'like', 'a', 'backpacker', 'rather', 'than', 'a', 'tourist', 'with', 'money', 'to', 'burn', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",10,time,n,"['instance', 'occasion', 'chance']","[2.0, 2.0, 1.0]"
"['In', 'many', 'visits', 'the', 'doctor', 'starts', 'asking', 'about', 'the', 'first', 'problem', 'mentioned', ',', 'and', 'the', 'patient', 'does', 'not', 'have', 'time', 'to', 'bring', 'up', 'other', 'important', 'problems', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",19,time,n,"['occasion', 'a chance', 'space', 'allocation', 'allotment']","[2.0, 1.0, 1.0, 1.0, 1.0]"
"['It', 'would', 'have', 'been', 'the', 'perfect', 'time', 'to', 'kiss', 'her', ',', 'had', 'he', 'not', 'been', 'driving', '.']","['age', 'allocation', 'allotment', 'chance', 'day', 'deadline', 'epoch', 'era', 'instance', 'instant', 'interval', 'juncture', 'moment', 'occasion', 'occasionally', 'opportunity', 'period', 'point', 'space']",6,time,n,"['occasion', 'moment', 'chance', 'opportunity', 'instant']","[3.0, 2.0, 1.0, 1.0, 1.0]"
"['-', 'Always', 'identify', 'people', 'in', 'your', 'yard', 'before', 'shooting', 'at', 'them', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",6,yard,n,"['garden', 'lot', 'garden', 'property']","[2.0, 1.0, 1.0, 1.0]"
"['The', 'garden', 'should', 'be', 'checked', 'for', 'poisonous', 'plants', 'and', 'the', 'yard', 'adequately', 'fenced', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",10,yard,n,"['area', 'lot', 'patio', 'terrace']","[3.0, 1.0, 1.0, 1.0]"
"['63', 'mins', ':', 'Vladimir', 'Smicer', 'is', 'determined', 'to', 'make', 'his', 'farewell', 'appearance', 'a', 'memorable', 'one', 'as', 'he', 'hits', 'a', 'shot', 'from', '20', 'yards', 'which', 'Dida', 'manages', 'to', 'save', '.']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",22,yard,n,"['metre', 'sixty feet', 'pn']","[2.0, 1.0, 1.0]"
"['At', 'one', 'point', 'a', 'user', 'seemed', 'to', 'walk', 'the', '50', 'miles', 'from', 'one', 'District', 'to', 'another', 'by', 'simply', 'walking', 'a', 'couple', 'of', 'yards', '!']","['area', 'courtyard', 'depot', 'enclosure', 'garden', 'ground', 'lawn', 'lot', 'metre', 'patio', 'playground', 'pn', 'property', 'terrace']",22,yard,n,"['metre', 'several feet', 'pn']","[2.0, 1.0, 1.0]"
